id,genre
01004225,5
00946250,2
01041673,2
01015793,0
00970040,4
01018274,0
00970037,4
00964218,0
01020310,3
01020316,1
01020313,4
01033393,0
00968959,5
01018666,3
01018671,3
00926714,2
00961320,3
00969735,3
00983420,4
01020307,4
00961323,1
00952094,1
00983417,4
00935094,1
01018661,2
01015099,1
01018656,5
01018679,2
00946953,3
01015746,5
01018691,5
01018688,1
01034586,0
01018676,1
01052997,1
01018682,5
01042629,5
01027388,4
00919226,2
01034583,0
01053000,2
00946950,4
01015750,4
01042626,0
00946947,3
01034592,0
01018685,4
00946956,2
01027400,3
01034589,1
01052224,5
01017265,3
01052227,1
01045354,1
01027477,2
01045357,0
01027496,5
01045360,2
00918487,3
01052230,5
00955124,1
01017262,2
01035765,1
01052233,5
01015717,4
01035773,5
01045351,3
01027490,2
01015714,4
01027468,5
00961956,2
00919807,5
01027485,5
00961953,2
00992882,5
00994483,0
00998446,3
00994480,0
00939618,3
01029029,2
00939615,2
00932393,4
01029023,1
01029026,2
01035199,1
00994474,0
00939621,3
00980756,1
01029822,5
01035202,0
01029764,2
00994477,1
01029868,3
00992889,3
00939627,2
01029789,3
00992885,4
00939624,5
01038742,0
00962578,1
01048470,5
00928693,0
00919468,2
01040068,0
00962575,4
00998452,1
01049192,5
01031771,0
01052942,3
01040075,1
01031774,2
00928690,3
00962584,5
01052992,4
01038733,2
00998449,2
01052995,2
00920486,3
01040084,3
01040081,1
01031768,1
01040078,4
01038738,0
00962581,5
00958551,3
00997876,0
01034469,1
00997880,1
00974656,5
00958563,3
01034472,0
01034478,2
00997868,2
00940049,5
00958556,3
01039053,0
00974653,2
00958560,1
01034475,0
00974647,3
00974650,1
01039060,4
00974621,1
00992709,0
01034578,1
01030098,0
00959326,3
00959330,4
01034569,0
01039063,0
01030092,3
00992715,0
01021097,5
01056390,4
01034575,5
01001921,1
00974625,1
01033010,5
01030095,2
00994612,2
01030087,3
00959323,4
00959334,3
01034566,0
01001917,5
01001927,0
00992712,0
00926701,4
00936560,5
00929287,5
01049841,5
01033694,4
00926709,5
01021223,2
01055900,5
01037659,2
00954021,4
00929290,0
00920667,2
01033687,4
00919816,3
00919841,4
01037656,0
00926705,2
00923444,3
01055897,2
01033691,1
00929284,0
00993407,4
01049838,0
01045328,2
01033719,1
01027591,2
01027604,3
01001232,4
01027607,3
01027616,2
00998113,2
01027587,0
01027610,0
01036345,2
01027613,2
01036338,1
00989070,3
01033716,1
01027601,2
00988889,4
01027597,5
01027594,0
00988780,4
01036342,3
00964726,3
00998638,5
01003011,3
01003015,3
00961448,3
01027619,3
01029936,4
01040827,3
01015307,3
01015310,3
01040869,3
00988927,3
00988746,3
01040860,2
01040835,3
01027622,3
01029933,1
01040863,3
01015316,3
01040852,0
00988832,3
01015313,2
01040849,2
01029939,4
00944408,3
00921869,4
00921866,2
01039207,0
01055401,3
01039202,4
00988854,4
00990210,2
00921857,3
01043620,3
00990207,3
01055409,4
01055419,4
00990204,3
00993772,3
00921873,2
01039212,3
00921860,0
00990219,4
00921877,2
01055422,4
00993775,3
00989091,3
01041875,3
01051743,3
01056430,2
01043565,4
00994394,3
00994391,3
01034173,3
01059769,3
01049386,3
01026242,3
01049930,3
00988912,3
01034176,3
00994385,3
00988875,1
01048363,2
00994388,3
01029911,2
01026239,3
00994397,3
00973814,0
01048580,1
00961444,3
00990901,3
00961441,4
01048574,1
01040738,3
01015765,3
01040741,2
01041259,3
01048584,5
00961449,3
00961438,3
01048571,3
01048577,1
01040732,3
01040748,3
01015762,3
01040744,1
01048588,4
01040735,3
00997816,2
00997905,2
01041262,3
01041256,0
01024902,3
01023056,3
01018515,4
01023063,2
00987806,0
01018435,3
01018509,3
01016168,3
01024899,3
00974046,2
01041734,4
01001206,3
01018442,3
01001209,3
01023060,3
00987809,1
00959740,3
01018518,3
01041742,3
01020265,3
01018438,3
01016171,3
01016174,3
01018512,0
00959736,3
01041265,4
01031464,3
01033876,3
01028952,3
01042079,5
01028940,3
01028065,3
01031467,3
01033873,0
01028943,3
01000237,2
01010808,3
01028946,2
01028059,5
01044457,3
01031470,3
01000240,3
01042085,1
01028062,2
01044463,3
01010811,1
01044460,3
01000243,3
01028949,3
01042082,3
01028955,2
01036476,2
01039855,3
01033478,4
00982727,4
01040722,3
01040725,2
01050589,1
01028762,3
00982730,0
01032165,3
01036473,3
01033471,5
01033475,0
01050597,3
00982721,3
01004572,3
01040728,2
00982718,3
00982724,3
01050584,3
01050594,0
01032162,3
00982896,3
01039083,3
01047065,2
01045310,2
00927653,1
00927663,3
01034498,3
01034006,1
00931714,2
01036479,2
00931711,4
01039078,2
01029964,2
01022579,0
01034009,0
00988725,0
01034501,3
01030777,3
00931707,2
01039086,4
00927658,5
01045313,3
01052472,2
01047062,3
01045307,3
01021662,3
01030774,3
00917984,4
00965112,3
00919082,5
01031253,4
00965109,0
00919055,2
00971918,4
00919052,4
00919070,3
01031257,5
00931717,2
00931720,2
00919058,5
01031266,4
01031263,4
00918587,0
00919073,5
01004326,5
00919079,4
00919076,4
00919064,0
01031260,5
00919061,5
00919067,4
00971915,4
00917987,3
01031269,0
00944277,5
01015777,5
00944283,5
01019227,3
00972283,3
00996468,4
00933301,5
01019224,2
01015786,5
00926728,5
00944274,0
00996745,5
00933305,4
00933297,5
00933315,4
00972280,5
01015780,5
01015789,2
01017556,5
00933310,5
01017553,1
00972277,1
01015783,5
01017550,1
00996485,1
01018065,5
00980076,1
01028607,4
00980070,5
01028610,0
01005838,2
01005844,2
01028604,2
01049958,4
00983217,0
00983224,2
01018033,5
00983214,5
00980073,5
00977193,5
01005841,3
00913732,5
00962412,5
00980079,2
01018068,5
00913728,5
01018061,4
00983220,2
01018054,5
01028601,0
00962409,5
00951157,3
01037096,5
01005867,0
00978537,4
00951146,4
00978531,2
01056979,5
00951149,3
01005873,1
00978540,5
00978462,1
00951154,4
00978534,1
00961665,5
01005870,5
00978543,4
01005864,5
01049961,2
00949334,4
00982682,5
01021337,1
00965502,5
01020324,5
01054016,2
00920855,3
01021333,0
01049377,5
01027228,5
01049371,5
01049374,5
01021340,2
00982687,5
01049381,5
00982678,1
01053978,5
01004980,5
01037208,5
01054013,0
00982692,5
01037203,5
01021329,2
01003204,0
00924788,5
01027277,4
00971022,5
01035783,5
01045504,5
01061597,1
00986140,2
00983034,3
01003200,1
01027231,2
00986137,5
01016097,5
00983044,4
00967765,0
00983040,5
01045507,5
01061594,1
00983037,5
01027282,1
00973041,5
00986132,1
01042113,5
00982717,5
00971059,0
00982706,3
01005914,5
01040243,5
01056407,4
00984860,5
00980839,5
01014317,2
00982709,2
00982661,5
00929377,5
01005917,1
00982670,5
00982664,2
01014310,3
01057240,0
01048456,1
01040252,5
00929585,5
01014320,2
00982667,5
01042116,0
01008247,5
01045184,5
00997149,4
00997132,5
01045188,5
00978979,2
00977117,5
01021554,5
00947814,1
00977114,2
00968450,2
01016129,5
01021561,5
00997137,5
00977111,4
01030729,1
00991006,0
00968464,4
00979418,5
01016126,4
00979423,1
00978982,4
00937250,1
00920488,3
00937345,0
01023740,3
00963786,1
01023736,3
00977053,0
00914772,2
01029653,2
01029649,3
00977495,3
01006382,5
00996137,1
00977050,2
00963782,1
01039186,3
01039193,5
00977056,3
00914778,5
00996152,2
00914781,5
00996157,0
00993912,5
01029643,3
01039190,4
00996147,2
01029646,5
00930304,1
00917674,3
00947534,0
00957145,2
00996164,5
00952803,3
00947528,5
00981734,3
00996161,4
00952812,0
00996158,5
00933753,0
00921973,5
00957136,2
00952809,4
00996167,3
01023743,3
00947531,0
00930303,5
01023746,2
00947525,3
00917677,3
00917671,3
00957133,2
00952806,0
00951251,1
00980857,4
01051762,3
01051841,2
00964453,5
00964466,5
00980869,3
00980876,2
00914143,2
00970546,1
00938680,3
01051759,3
00970541,2
00950912,2
01051765,3
00970746,3
01032472,2
01051838,2
01051832,5
01051835,3
01051756,5
00951131,3
00928996,2
00976132,3
00976129,3
01032479,5
01032482,5
00980461,2
00976150,2
01015593,2
00976126,5
01032476,1
00968302,4
01015590,5
01003982,3
00968295,3
01003985,3
00980458,2
00989794,3
00976142,1
00963807,0
00987277,2
01015596,4
00913168,1
01032485,5
00963810,2
00968299,3
00956104,2
00992778,1
00992781,1
00919638,0
00907483,1
00960242,3
00992775,5
01041091,3
01003988,2
00919641,3
00919339,5
00907499,2
00960878,0
01017193,2
01014885,3
01041077,3
01014882,1
00919342,3
00992771,1
00912460,3
00907492,2
00919336,3
00960237,1
00960875,0
01004875,1
00960234,2
00912448,2
01017190,0
00912445,3
01052293,1
01036985,5
01038234,2
01038243,5
01014860,3
00979348,0
01046809,2
00910559,3
00979339,2
01030385,2
01055502,3
01046812,2
01036972,1
01038240,1
00910562,3
00996773,3
01014867,3
01055505,3
01004878,2
01055499,5
00919803,2
01041362,2
00919354,1
01045695,4
01054250,1
01017729,2
00917736,2
01045703,2
00917731,3
00919347,3
00987291,2
00917728,3
01014873,4
01052843,5
00991448,1
00987294,2
00981835,3
01017726,3
00919350,3
00979859,3
00939096,3
00991445,0
01039743,3
01014879,2
01052840,2
01023996,2
00911202,3
00911326,2
00911193,3
00988371,1
00988374,3
01030779,5
01015303,1
00911197,2
00999077,2
00947520,1
00919774,0
01055892,1
01054259,5
00961350,3
00919770,3
00911169,3
01048078,4
00961353,3
01023214,3
01034556,1
01048083,5
00999082,2
00919777,3
01013004,1
00949664,1
00976497,2
01013007,2
00991489,3
01049819,5
00976491,0
01016739,5
00959917,4
00908485,5
00964937,2
00976485,4
00959920,4
00976488,2
00976500,4
00994082,5
01055520,2
01016736,5
00976494,4
00995261,2
00995256,2
00976482,1
00949661,4
01034481,0
01055524,2
00959923,4
01013001,2
00933943,4
00959926,4
00976183,0
00936328,5
00959934,1
00979356,5
00988122,3
00976186,4
00964085,2
00959930,5
00978795,5
00936331,4
00979362,4
00959937,4
00979359,4
00949307,4
00993117,1
00964094,3
00933946,5
00976180,5
00933940,4
00979365,4
00964088,3
00988125,0
00964091,4
00938331,4
00978801,4
00999840,1
00955726,5
01017977,5
00983051,4
01032578,4
00999850,4
01000809,2
01032587,1
01040318,2
00954360,4
00978804,4
00999835,0
00955731,4
01040312,4
00954363,3
00973363,4
00954366,3
00934195,4
01040315,4
01000812,3
01032575,5
00978798,1
00954357,3
01040308,3
01053049,2
00970354,0
01022680,0
01015201,3
00921000,4
00992066,0
01053046,4
01053043,4
01021259,2
00920997,1
01050345,4
01021579,1
01023102,0
01032445,3
00911810,3
01033288,4
01017980,4
01038210,4
01032448,4
01015198,0
01039427,1
01023105,3
01021262,1
01050348,4
01015817,4
01021582,4
00943717,5
01023526,4
01026212,1
00980661,5
01026209,5
00969960,2
00980655,4
01032207,1
01023529,1
01032204,4
00943547,5
01015820,4
01015814,4
01023532,5
01017392,4
00961951,4
01049368,5
00999564,4
00999573,4
00980658,1
01021585,0
01036048,4
01030289,5
00919478,3
00973925,4
01021681,5
00979495,5
01037421,2
00977591,3
01037424,4
01030292,2
00948131,4
01014415,2
01017395,4
01021675,1
01037418,5
00977588,3
01021678,5
00980624,4
01017398,4
00980631,0
01014418,5
01008262,5
00948134,5
00940505,4
00955753,3
00998373,4
00998376,1
01015705,4
00975876,2
01015710,5
00993121,5
00971622,5
01048213,3
01015093,5
00993127,4
01030791,0
00947972,0
01030794,5
01014724,5
01004829,2
01004834,3
01048222,3
00948436,3
00993124,2
01012953,5
01014721,4
01014715,1
00998370,4
00962472,4
00959074,4
01021353,0
00952441,5
01047547,1
00998914,4
01047550,4
00994930,4
01010889,3
01021350,5
01012697,5
00946896,4
01005516,4
01012702,4
01032043,5
01012961,3
01006550,4
00994933,3
00975969,3
01002092,5
00998911,4
00963072,4
00998908,4
01021356,4
01024169,4
01047224,4
01031224,4
01028738,5
00979766,4
00991773,4
01043612,4
01024166,1
01031221,4
01023012,1
01028741,1
00994449,1
00994446,3
01043609,3
01006330,5
01020057,5
01033964,1
01033955,0
00969747,0
01033958,1
00994052,3
00994088,5
01033961,0
00993080,0
00918553,0
00963004,1
00922023,2
00962998,2
01021687,3
00922032,2
01021684,2
00922029,5
00963001,4
01021693,4
00922026,3
00963007,4
01021690,3
01042653,4
01013853,2
01029372,2
01029375,1
01029369,0
01021699,3
01013860,3
01021702,1
01021705,3
01013857,0
01029355,1
00992032,4
01036382,0
01042664,0
01036379,0
01042658,3
01036385,0
00912077,1
00912067,2
00924108,0
00912074,5
00924111,1
01042661,1
00912070,0
01006731,0
01050608,0
01015088,3
01033586,5
01027211,0
01018947,0
00968781,0
00998494,4
01006728,0
01006725,0
00911055,0
00917962,0
00974962,0
00993552,0
00917965,0
00917959,0
01044502,3
00911051,3
01031121,2
01045009,0
00991080,1
00983071,4
00957733,0
01045005,0
01032285,0
01055826,5
00964951,2
00957736,3
01050508,4
01045012,0
01002824,0
01032292,0
01050505,2
01044707,5
01050388,3
01050384,0
00942824,4
01044713,1
00942830,5
00926468,2
00981995,0
00983074,4
00983077,0
00963937,2
00973824,0
00973827,0
01043997,0
00969109,0
01047332,3
01043994,0
01045607,3
00911010,0
00911014,2
00949254,0
00963940,2
00977698,0
01033068,0
01033065,0
01037258,0
01020594,4
01003689,1
00965181,1
01037981,3
01020454,0
00980810,0
00916842,4
01037262,3
01003692,0
00916848,1
00955210,0
01025176,1
00961912,0
00974949,5
00933929,3
00939370,2
00979226,2
00961915,5
01045500,0
00933932,0
01025173,0
01019606,0
01014678,2
01019815,0
01002598,4
01019603,0
01001388,3
01023053,4
00929382,1
01031682,2
00940749,3
00919810,2
01040562,0
01029972,3
01005586,3
01040565,5
00930330,2
01014166,4
00939288,2
00979577,0
00970480,5
00968025,2
01052896,5
01054702,0
01002538,2
01052899,1
01019818,5
01029687,0
01016259,2
00965830,5
00994440,5
00994443,0
01026858,2
01016256,1
01052548,1
00978911,0
01006549,0
00977012,2
01016251,4
00912124,0
01044916,3
01034848,4
01017925,0
01014948,0
01031155,0
01056705,0
01044921,0
00914077,0
01016639,0
00911311,0
01053771,0
00962231,3
01016646,0
01038945,0
00970760,0
00924751,2
00970334,0
01014243,1
01014240,0
01053072,0
00935555,4
01012430,0
00945014,3
01050239,1
01012434,4
00945020,2
01050236,5
01015579,3
00977238,4
01036000,5
01041678,4
00979803,2
00918097,4
01039268,5
00918094,0
01018269,0
