id,genre
01004878,2
01014860,1
01014867,3
00996773,2
01038234,2
01038240,2
01038243,3
00980458,0
00996745,4
01006550,0
01010889,5
00952441,5
01002092,0
01032043,5
01047547,3
01047550,0
00975969,2
00954366,3
01000809,2
01000812,2
00934195,0
01040308,0
01040312,1
01040315,1
01040318,1
00999835,4
00999840,3
00999850,5
01032575,5
01032578,4
01032587,1
00931720,5
00971915,4
00971918,5
00919052,5
00919055,5
00919058,5
00919061,5
00919064,5
00919067,5
00919070,5
00919073,5
00964094,0
01051838,2
00993772,1
00993775,2
01041875,3
01026239,2
01015590,2
01015593,1
01015596,4
01003982,4
01003985,0
00975876,3
00971622,4
01030791,2
01030794,2
01012953,0
01012961,3
00998908,5
00998911,0
01040725,1
01040728,3
00916842,1
01031257,5
01048363,2
01059769,0
01042113,0
01042116,5
01040243,5
01040252,1
00984860,4
00982706,5
00982709,5
00992885,1
01034498,1
01034501,2
01021662,3
01045307,1
01045310,1
01061597,1
01032476,3
01032479,1
01032482,3
01032485,2
00977698,0
01045607,3
01047332,3
00973824,0
00973827,0
00911010,0
00911014,2
00949254,0
00963937,1
00963940,4
01043994,0
01043997,5
00969109,1
01003689,0
00992712,2
00992715,2
01026242,2
00973814,3
01029911,3
01045328,1
00926701,0
00926705,4
00926709,4
00919816,3
00954021,5
00936560,3
01021223,1
01001232,2
00933753,0
00930303,1
00947525,1
00947528,5
00947531,2
00947534,3
00917671,3
00917674,3
00917677,3
00930304,0
00921973,1
00981734,0
00957133,3
00957136,2
00976150,3
00913168,2
00976186,1
00949307,1
00936328,4
00936331,0
00988122,2
00988125,2
00964085,0
00964088,5
00964091,0
01034566,2
00976500,5
00980461,5
00968295,2
00968299,2
00968302,2
00963807,2
00963810,2
00987277,3
00989794,3
00976126,3
00976129,3
00976132,0
00956104,5
00976142,2
00962409,4
00962412,5
00969747,1
00994052,2
00994088,5
00993080,3
01033955,5
01033958,0
01033961,0
01048083,5
01034556,3
00947520,3
01030779,0
01023996,0
01023214,0
01055892,0
00961350,2
00961353,2
01015303,2
00919770,3
00919774,0
00919777,1
00988371,1
00991773,3
01028738,0
01028741,5
01006330,5
01023012,3
01031221,1
01031224,1
01015201,4
00988374,0
00911169,5
01044460,2
01044463,1
01031464,3
01031467,3
01031470,2
01028059,5
01028062,2
01028065,3
01042079,1
01042082,3
01042085,1
01010808,2
01010811,3
01000237,1
01028762,4
01050584,5
01050589,0
01050594,0
01050597,5
01032162,2
01032165,3
01004572,2
01039855,1
00982718,4
01018435,5
01018438,5
01018442,1
00959736,3
00959740,0
01023056,2
01023060,3
01023063,3
01020265,2
00974046,3
00987806,0
00987809,3
01044457,3
00994440,0
00994443,1
01034848,1
01044916,3
01017556,4
00996468,5
00996485,3
00933297,5
00933301,5
00933305,4
00933310,4
00933315,0
00944274,5
01052293,4
00917728,3
00917731,0
00917736,4
01014873,2
01014879,3
01017726,2
01017729,2
01052840,2
01052843,3
00939096,5
00991445,3
00991448,2
01039743,2
00977238,5
01015793,0
01039268,0
00964218,0
01018269,3
01018274,0
01004225,1
01041673,1
01041678,3
00918094,2
01015750,0
01042626,1
01042629,4
01034583,1
01034586,0
01034589,0
01034592,3
01027388,5
01027400,3
00919226,0
01052997,4
01053000,5
01052224,2
01052227,1
00918553,5
01021684,2
01021687,2
01021690,0
01021693,1
01029355,2
01029369,0
01029372,2
01029375,3
00992032,0
01013853,0
01013857,3
01013860,2
01001388,2
01029972,0
00919810,0
01031682,2
01002598,3
01005586,0
01014678,3
01019815,0
01019818,5
00968025,1
01054702,1
01045313,3
00982896,2
01030774,3
01030777,2
01052472,5
01039078,4
01039083,3
01039086,3
01022579,3
00931707,5
00931711,1
00931714,5
00931717,5
00979226,5
01025173,0
00961449,5
01040732,3
01040735,3
01040738,2
01040741,5
01040744,3
01040748,3
01015762,1
01015765,2
01048571,1
01048574,3
01048577,3
01048580,5
01033964,1
00962998,4
00963001,3
00963004,1
00963007,2
00922023,0
00922026,0
00922029,0
00922032,0
01027211,3
00998494,3
01006725,2
01006728,0
01006731,0
00917959,2
00917962,0
00917965,3
01031121,0
01018033,4
01018054,5
01018061,5
01018065,0
01018068,5
01005838,4
01005841,4
01005844,2
00913728,1
00913732,5
00980070,3
00980073,5
00980076,0
00980079,1
01000240,5
01000243,1
01033873,2
01033876,3
01028940,2
01028943,2
01028946,0
01028949,3
01028952,1
01028955,0
01033471,5
01033475,1
01033478,3
01040722,1
00982717,5
01014310,5
01014317,5
01014320,1
00929585,5
01048456,5
01008247,4
01005914,0
01005917,5
00971059,0
00982661,5
00982664,5
00982667,5
00982670,5
00992889,0
01035199,2
01035202,1
00994474,2
00994477,4
00994480,2
00994483,2
00939615,4
00939618,0
00939621,0
00939624,1
00939627,5
00998446,5
00998449,4
01039053,2
01039060,3
01039063,3
01021097,5
00959323,3
00959326,2
00959330,1
00959334,4
00974621,2
00974625,5
01056390,0
00983051,1
00955726,3
00955731,0
01017977,1
01017980,3
01023102,1
01023105,3
01039427,1
01032445,4
01032448,0
01033288,4
01027587,3
01027591,5
01027594,1
01027597,3
01027601,2
01027604,3
01027607,0
01027610,5
01027613,4
01027616,3
01027619,3
01027622,2
00944408,0
00988832,3
01029649,4
01029653,3
00977050,3
00977053,0
00977056,3
01023736,0
01023740,0
01023743,2
01023746,0
00996158,1
00996161,2
00996164,0
00996167,0
00970354,0
00920997,5
00921000,5
01050345,4
01050348,4
01021259,1
01021262,2
00992066,0
00911810,5
01038210,0
01022680,4
01053043,5
01053046,0
01045695,2
01045703,5
00981835,3
00987291,0
00987294,0
00919803,0
00979859,2
01041362,2
00919347,0
00919350,0
00919354,2
01054250,1
01054259,0
01048078,4
00988746,0
01040827,3
01040835,0
01040849,0
01040852,5
01040860,2
01040863,0
01040869,3
00988927,1
01029933,0
01029936,3
01029939,4
00961448,3
01003011,1
00957733,3
00957736,0
00983071,0
00983074,1
00948134,5
01036048,4
01035783,0
01003200,4
01003204,0
00924788,0
00973041,5
01045504,0
01045507,5
00967765,1
00986132,5
00986137,3
00986140,5
01027277,0
01027282,0
01061594,0
00919478,4
01030289,2
01030292,2
01008262,5
00980624,0
00980631,4
00973925,5
00979495,1
01037418,1
01037421,0
01037424,4
00977588,0
00977591,3
00948131,4
00997880,3
00974647,0
00974650,2
00974653,5
00974656,4
00940049,5
00958551,3
00958556,4
00958560,0
00958563,4
01034469,2
01034472,1
01034475,1
01034478,2
01049958,5
01049961,5
00978531,5
00978534,1
00978537,5
00978540,4
00978543,5
01037096,0
00961665,4
00965502,1
01020324,5
01049371,3
01049374,5
01049377,1
01049381,1
01053978,4
01054013,0
01054016,5
01021329,5
01021333,0
01021337,5
01006382,5
00977495,0
00963782,5
00963786,5
00993912,2
01039186,3
01039190,2
01039193,3
00996137,0
00996147,0
00996152,1
00996157,0
01029643,3
01029646,3
01050384,0
01050388,2
01014415,5
01014418,5
01021675,0
01021678,2
01021681,5
00993121,4
00993124,0
00993127,0
01004829,3
01004834,2
00955753,3
00993552,2
01055826,1
00991080,2
01050505,2
01050508,1
01002824,3
00964951,3
01032285,0
01032292,0
01045005,2
01045009,1
01045012,0
00998452,3
00962575,2
00962578,3
00962581,2
00962584,3
01049192,3
01052942,0
00919468,2
00920486,2
01048470,4
01040068,0
01040075,3
01040078,0
01040081,3
00982727,5
00982730,3
01036473,3
01036476,0
01036479,0
01047062,2
01047065,5
01034006,1
01034009,1
01029964,2
00927653,1
00927658,0
00927663,3
00988725,3
01021579,5
01021582,5
01021585,4
00999564,5
00999573,3
01023526,2
01023529,5
01023532,4
00943547,0
01049368,5
00961951,5
00969960,5
01026209,1
01026212,1
00926714,5
00952094,0
01015099,5
00935094,0
01020307,5
01020310,3
01020313,5
01020316,0
01018656,0
01018661,2
01018666,5
01018671,4
01018676,0
01018679,1
00962472,4
00946896,5
01021350,3
01021353,0
01021356,3
01047224,5
01043609,5
01043612,4
01024166,5
01024169,1
00994446,3
00994449,5
01020057,5
00979766,5
00991489,1
00959917,5
00959920,0
00959923,4
00959926,2
00959930,5
00959934,3
00959937,4
00933940,4
00933943,4
00933946,1
00979356,3
00979359,0
00979362,3
01013004,3
01013007,0
01016736,1
01016739,1
01049819,1
00949661,0
00949664,3
00994082,5
00976482,2
00976485,5
00976488,0
00976491,4
00976494,5
00976497,4
00930330,0
01002538,1
01052896,0
01052899,2
01014243,5
00962231,4
00970334,0
01053072,0
00911311,5
01038945,2
00945014,2
00945020,0
00935555,0
01015579,5
01012430,5
01012434,3
01050236,0
01050239,2
01031260,4
01031263,1
01001917,0
01001921,4
01001927,3
01033010,1
01030087,0
01030092,0
01030095,5
01030098,0
00992709,3
01016168,3
01016171,4
01016174,2
01041734,0
01041742,2
01029029,3
01029764,5
01029789,3
01029822,3
01029868,0
00992882,0
00983077,3
00926468,0
00981995,2
00942824,3
00942830,0
01044707,0
01044713,1
01044921,2
00912124,1
00914077,2
01031155,0
01056705,5
01053049,3
01015198,3
01019606,2
01021340,5
00982678,0
00982682,0
00982687,1
00982692,5
01037203,5
01037208,5
01027228,2
01027231,0
00983034,5
00983037,1
00983040,5
00983044,5
00971022,4
01036379,0
01036382,2
01036385,2
00924108,0
00924111,2
00912067,0
00912070,5
00912074,0
00912077,0
01033586,1
01015088,0
00968781,0
01050608,2
01018947,3
00979365,0
00938331,4
00976180,3
00976183,4
01037262,1
01020454,0
00965181,5
00980810,5
00999077,1
00999082,2
00911193,1
00911202,2
00911197,2
00911326,2
00995256,3
00995261,2
00908485,0
01055520,0
01055524,2
00964937,0
01034481,3
01013001,2
00974962,0
01044502,5
00911051,4
00911055,4
01014885,2
00912445,3
00912448,2
00912460,3
01017190,3
01017193,3
01041077,2
01041091,1
00919638,2
00919641,0
00960234,4
00960237,3
00960242,2
00992771,3
00957145,3
00952803,2
00952806,3
00952809,2
00952812,3
01051756,1
01051759,4
01051762,5
01051765,3
01051832,5
01051835,2
01034569,3
01034575,1
01034578,2
00994612,3
01037656,3
